31	10	49	46	3	21	19	2	9	23	23	6	13	37	18	7	26	15	33	37	21	12	28	16	3	29	17	42	48	35	10	45	22	10	8	6	3	31	28	26	15	16	37	13	8	14	3	23	35	19	22	47	3	7	22	13	32	43	15	3	27	30	13	0	0	34	44	18	45	18	14	13	21	26	10	15	49	27	44	18	9	17	45	35	41	42	37	28	45	27	22	49	45	12	8	25	9	16	12	36		|	10	32	7	24	39	9	10	8	17	8	37	15	47	36	15	34	17	41	45	36	32	14	38	0	37	24	44	12	26	19	15	42	2	31	6	7	47	33	45	37	39	35	33	14	25	38	22	30	33	35	4	9	31	44	21	21	46	25	25	23	14	34	35	5	20	8	11	48	19	4	44	20	3	13	14	41	31	24	28	47	36	34	49	45	2	47	29	25	23	8	25	37	3	41	33	25	3	35	17	27	
49	12	24	26	36	27	45	43	47	23	28	31	21	33	2	11	45	16	5	22	43	3	15	44	19	0	24	40	40	26	47	17	19	36	38	18	30	15	6	6	43	34	5	28	13	9	35	29	37	40	40	27	29	27	19	38	2	24	30	38	44	31	0	12	15	12	38	14	6	40	3	5	11	4	3	48	42	37	47	47	13	23	2	9	34	32	39	34	16	39	37	29	2	28	21	30	32	49	32	44		|	34	8	23	8	13	41	19	25	17	6	10	42	27	13	27	47	35	0	31	30	29	6	44	15	39	11	15	42	33	34	9	44	7	38	47	9	9	36	38	36	25	48	20	2	0	49	25	21	1	38	31	24	19	32	30	20	38	25	14	2	8	5	0	26	46	38	27	20	17	6	32	24	17	4	18	47	35	15	2	22	3	4	19	49	20	19	21	28	48	40	30	28	4	31	5	7	26	23	9	7	
1	48	35	18	3	48	19	38	44	15	12	47	44	11	27	7	18	18	20	21	43	22	41	23	29	10	12	48	31	42	16	47	23	13	0	41	3	40	2	7	24	24	44	46	7	44	38	4	20	38	18	25	6	3	25	47	34	6	40	4	25	5	42	17	36	46	34	7	10	22	24	36	43	16	9	30	46	41	43	0	19	20	5	14	27	31	14	32	3	38	2	43	47	4	1	47	44	47	43	30		|	45	47	25	3	47	46	17	2	10	24	21	32	11	39	35	24	19	45	14	43	21	25	11	10	46	46	22	25	46	41	26	44	21	23	19	31	49	38	40	26	11	22	31	40	21	41	37	46	8	7	18	46	8	39	49	36	7	28	20	1	2	15	33	7	23	17	36	2	11	11	20	49	12	25	40	18	7	9	8	25	27	5	26	45	28	41	32	9	41	10	3	43	29	32	46	48	25	4	24	20	
40	8	7	22	21	25	40	27	21	7	28	9	39	47	48	7	19	40	29	14	10	7	3	6	17	47	41	22	23	49	22	48	42	15	19	27	1	6	23	23	22	41	49	39	19	35	45	38	37	47	39	30	6	15	43	34	31	4	40	31	28	11	42	30	39	47	41	27	41	14	36	44	30	29	48	43	17	5	14	44	24	15	16	42	32	33	41	36	36	32	47	16	43	40	11	4	21	2	23	17		|	30	17	38	31	24	15	16	12	21	42	33	6	4	11	2	10	25	19	33	42	46	34	16	25	21	45	29	45	48	42	20	8	3	49	49	32	4	38	48	13	46	12	0	34	31	21	11	7	32	44	34	44	1	11	7	25	10	12	36	25	15	3	1	26	43	9	37	5	32	16	34	31	43	3	29	34	35	0	5	10	33	5	43	43	27	24	28	17	3	31	5	48	6	17	46	4	41	25	11	15	
20	16	38	34	19	9	41	48	2	46	12	11	15	40	46	5	10	22	0	38	6	21	18	19	44	13	18	23	22	29	3	4	2	47	37	31	31	14	1	22	19	13	35	41	37	27	39	4	10	25	21	5	5	46	46	34	49	35	43	1	37	0	31	22	42	44	40	5	45	3	17	35	40	15	31	42	12	19	7	44	43	30	12	0	21	23	3	37	3	0	31	39	47	16	30	20	40	14	20	22		|	49	40	27	10	22	8	30	19	4	28	48	3	46	38	30	7	4	21	37	16	35	49	16	8	43	22	5	28	25	25	33	25	18	19	46	37	39	6	26	37	23	20	9	2	10	39	49	37	48	40	21	30	35	3	14	40	9	6	46	16	23	16	41	17	1	38	10	22	48	6	49	3	8	9	41	16	5	26	43	43	32	48	20	15	22	18	3	14	4	5	17	45	45	48	27	3	17	31	9	5	
7	47	49	26	22	33	33	41	8	3	21	28	9	4	0	43	22	27	12	47	48	0	11	31	25	12	9	37	36	29	43	8	17	19	44	30	34	16	32	13	36	37	40	11	46	44	27	41	40	44	24	31	40	49	28	4	39	37	2	35	1	40	8	36	41	48	3	35	15	2	1	26	29	8	10	12	28	16	46	9	8	5	46	25	48	13	17	6	24	23	19	20	1	48	46	22	39	13	2	38		|	13	0	41	14	34	32	22	4	15	40	11	14	30	8	6	34	7	3	46	47	12	43	40	2	25	31	29	20	19	14	10	34	34	28	7	20	47	4	27	36	35	0	37	20	44	16	46	48	36	1	17	14	44	34	46	41	15	41	11	38	17	2	2	8	41	16	6	25	38	46	25	16	21	22	1	13	34	31	3	28	0	31	43	12	35	13	37	23	17	25	20	36	47	20	4	29	15	48	24	30	
9	33	20	32	7	31	26	31	44	36	27	45	10	40	43	1	43	23	16	47	4	41	4	42	7	2	17	25	47	10	26	47	16	33	27	15	23	41	49	20	26	35	5	7	41	16	1	29	36	10	27	14	18	11	19	39	33	39	12	39	7	41	8	30	35	9	45	37	0	26	49	25	10	22	2	49	16	33	9	40	34	25	21	11	41	33	38	35	39	45	5	38	32	41	4	7	38	46	36	32		|	28	32	21	9	14	28	20	8	2	3	4	34	39	7	9	26	43	23	27	36	9	42	24	44	38	8	49	33	47	32	7	12	22	1	28	26	45	31	22	17	0	0	12	8	29	49	23	36	10	17	10	1	46	4	36	4	6	2	2	31	38	22	19	21	29	0	15	46	6	48	16	26	21	26	6	1	6	36	36	34	29	46	46	26	27	5	9	3	46	40	29	38	33	3	42	13	22	19	32	47	
25	43	25	47	4	25	2	10	11	16	40	32	32	38	38	27	18	36	6	13	21	10	24	0	10	32	20	14	3	8	18	11	27	14	31	12	6	20	2	16	7	48	29	41	27	23	26	17	10	29	2	26	18	19	10	29	1	48	48	48	8	35	7	33	26	49	48	32	44	11	17	30	34	39	16	46	33	29	26	42	15	33	39	13	12	48	35	7	2	35	13	45	24	44	23	29	14	49	36	5		|	14	28	13	47	1	42	0	41	34	26	37	40	13	21	42	2	42	20	18	42	31	14	39	35	5	23	27	20	16	46	2	5	41	11	15	29	25	48	42	17	5	13	29	26	26	34	27	11	17	46	19	25	31	3	39	48	41	31	36	6	8	7	12	1	35	42	40	31	14	2	20	5	0	48	42	40	7	1	41	21	32	38	46	45	38	22	39	7	38	30	34	13	21	1	4	3	9	2	42	20	
19	47	0	32	10	25	35	20	10	6	11	15	38	23	34	1	43	5	43	0	2	20	25	41	29	11	48	19	1	25	31	28	2	47	29	18	39	46	29	9	18	42	41	13	46	5	21	23	7	30	29	13	24	43	20	24	32	29	31	45	24	37	49	49	17	45	6	49	48	37	12	3	49	32	29	26	40	18	32	39	20	10	31	39	22	27	15	43	40	22	46	34	47	36	39	29	5	42	26	35		|	10	4	24	6	31	9	14	34	33	0	29	43	33	15	3	49	34	9	42	11	41	22	26	29	29	4	10	39	6	10	33	35	44	48	20	29	0	14	45	40	33	46	48	28	11	40	31	37	27	45	40	2	39	41	41	29	25	20	28	39	33	32	5	43	5	7	48	24	7	33	42	45	39	38	11	7	24	12	47	20	1	35	26	0	38	3	27	22	32	46	33	45	4	22	21	11	44	49	17	35	
14	33	14	17	1	46	38	45	0	45	25	37	43	9	32	45	7	2	17	1	13	16	13	8	49	22	26	48	48	21	39	18	0	9	38	27	18	6	12	38	21	22	12	15	5	23	8	3	16	35	0	41	33	48	5	20	34	36	34	13	22	28	14	45	31	38	24	10	4	28	0	6	31	41	38	11	18	41	41	29	22	4	23	26	49	14	20	27	24	30	9	13	17	4	49	7	15	5	0	23		|	18	27	41	19	31	25	24	27	20	2	23	5	31	48	40	14	3	29	14	3	49	23	46	15	2	4	44	11	18	22	47	17	30	36	32	48	40	2	1	21	38	28	46	18	35	30	3	8	49	43	15	3	46	49	48	9	18	4	42	31	1	28	24	26	13	21	13	47	6	4	39	10	17	41	1	14	49	25	31	34	26	8	28	14	47	7	7	21	43	22	38	41	34	30	13	24	36	19	28	6	
8	22	46	35	22	42	1	1	7	2	35	6	38	2	42	29	2	26	24	38	26	33	10	15	16	17	11	16	16	43	24	46	15	48	11	31	24	44	48	20	24	47	21	48	7	19	39	46	1	27	26	47	33	7	38	1	46	28	23	35	6	23	17	15	15	44	11	33	8	9	28	1	9	11	47	10	32	19	23	16	17	47	37	5	29	17	42	14	14	31	9	0	39	18	13	49	1	43	32	39		|	21	0	12	18	22	11	4	40	3	47	24	8	10	2	45	45	48	24	35	43	20	21	43	42	26	45	25	19	21	36	7	44	38	33	30	11	29	23	15	1	41	15	13	2	1	37	5	15	7	24	20	46	18	12	10	33	29	10	23	37	12	1	33	47	22	45	35	1	16	46	30	38	33	33	1	32	1	23	6	26	23	17	1	9	12	2	17	29	20	31	49	33	48	40	40	14	1	6	7	30	
9	26	20	41	34	31	34	7	16	29	16	25	1	44	18	10	46	1	6	35	2	24	31	46	42	25	30	30	34	47	0	0	44	12	2	21	43	17	26	32	4	30	48	40	38	45	10	39	34	49	15	17	1	19	29	0	30	33	14	36	1	49	9	30	19	40	10	18	13	20	6	14	5	32	45	12	3	44	15	1	6	27	3	37	49	5	39	21	40	15	13	30	25	30	1	2	30	32	10	13		|	49	24	25	8	30	36	43	18	13	39	7	18	20	39	19	41	19	6	13	13	24	9	17	34	28	44	6	0	21	15	39	1	0	47	47	5	26	23	46	2	9	22	19	42	43	48	22	24	7	14	24	15	26	7	17	27	9	39	24	16	5	21	12	2	21	43	0	10	26	34	33	1	14	17	30	38	10	29	12	27	2	21	3	43	28	46	14	11	0	13	34	7	19	7	45	19	41	8	42	9	
7	0	35	6	35	39	16	38	7	14	19	45	31	3	7	7	18	0	28	20	24	47	36	18	17	47	39	7	45	21	6	26	19	38	26	43	25	18	11	22	7	38	30	36	23	13	29	0	31	16	37	22	3	13	33	9	40	44	25	35	18	10	7	20	10	38	1	37	47	42	4	19	33	39	24	45	41	11	26	24	25	31	42	17	12	31	41	44	20	23	47	42	43	28	23	23	46	19	11	11		|	36	37	41	21	17	16	22	13	8	49	36	27	41	43	20	36	12	43	10	35	23	38	33	2	22	2	36	18	8	22	28	11	46	31	25	30	34	21	30	0	24	19	28	44	7	17	29	9	12	18	45	0	12	10	2	37	0	25	3	3	38	22	32	20	36	33	25	13	46	34	34	19	47	35	26	35	13	26	16	48	9	12	14	29	13	22	25	16	49	36	42	4	19	32	20	39	18	43	26	44	
39	10	3	5	3	24	26	32	32	5	31	18	8	27	38	47	43	17	8	30	17	47	27	20	5	24	31	10	20	5	29	9	11	35	44	0	12	20	25	26	22	19	32	0	24	33	24	3	34	34	40	38	39	35	25	9	17	41	3	12	11	11	7	27	38	45	9	5	5	9	9	27	16	45	1	44	13	42	34	17	34	41	5	29	9	4	21	17	7	26	44	48	9	3	13	48	4	7	12	37		|	41	13	43	7	33	32	4	17	30	49	40	9	49	27	15	31	5	10	47	46	37	36	29	3	46	9	22	26	21	44	34	6	19	48	20	0	9	14	9	2	25	27	26	29	7	36	44	15	32	38	39	14	15	38	15	35	43	32	47	14	39	46	2	45	45	5	18	21	18	46	44	26	9	12	3	10	14	40	46	0	39	12	14	48	7	32	39	46	23	38	36	8	10	21	0	13	38	6	3	12	
4	7	27	39	4	27	0	48	34	27	37	20	13	44	8	23	47	47	19	38	17	13	28	4	36	11	3	49	4	2	7	9	5	23	18	40	25	33	5	33	16	23	25	11	23	26	32	41	33	23	1	46	12	6	6	32	27	39	48	38	32	10	45	1	47	43	0	40	38	12	20	48	34	15	20	30	40	4	21	4	13	24	6	4	41	32	9	42	41	16	19	8	6	29	1	2	10	5	3	17		|	6	31	39	15	37	29	20	1	7	44	13	10	7	22	9	38	21	31	22	45	37	22	32	5	19	26	3	15	26	35	6	24	1	44	19	8	1	48	32	22	26	34	32	11	25	16	45	43	20	30	0	42	41	47	22	12	20	47	33	6	13	2	28	20	4	18	37	25	40	27	44	17	42	35	8	46	17	30	26	34	27	43	6	49	2	22	34	18	18	11	19	23	10	5	3	27	44	0	45	11	
31	13	35	38	21	49	6	23	13	36	38	46	20	2	25	16	4	37	18	38	44	20	33	28	16	4	39	40	46	11	36	46	40	11	16	15	44	46	32	32	19	11	14	36	10	14	18	7	48	48	29	16	41	8	20	23	45	42	13	18	27	19	38	48	12	37	35	10	4	24	38	12	14	18	4	48	37	35	31	6	14	18	21	17	24	2	6	31	2	10	42	39	12	3	49	14	16	36	42	15		|	35	44	24	31	36	25	13	23	10	48	47	40	36	27	17	4	18	24	23	30	39	47	0	14	36	41	4	46	42	37	24	2	20	34	40	1	10	42	6	30	35	40	42	20	0	0	48	11	18	49	48	39	49	48	20	46	22	39	47	19	20	8	6	25	45	41	6	29	3	39	35	37	39	18	40	14	14	41	26	31	23	8	35	6	22	48	19	16	41	31	9	9	34	8	20	12	36	4	19	6	
39	9	1	48	32	21	28	38	40	15	8	15	38	11	18	5	33	43	11	32	42	21	16	32	0	43	29	18	24	8	7	49	31	31	18	38	13	33	2	4	12	15	10	46	14	40	1	21	6	32	22	49	36	0	34	2	6	4	36	31	16	14	12	18	20	41	17	7	23	27	33	14	8	13	34	6	42	26	24	6	11	9	9	18	31	8	10	29	42	29	33	45	21	36	0	36	38	17	0	23		|	33	15	18	5	8	44	33	8	42	45	27	16	26	36	43	25	18	3	37	34	20	32	47	31	2	19	20	27	29	37	8	28	34	43	39	25	8	32	48	10	49	47	15	29	39	29	48	29	25	41	25	32	16	10	22	20	18	23	1	32	35	42	0	2	49	27	22	28	12	39	37	11	8	8	44	34	14	4	15	3	12	22	38	9	47	21	36	0	4	36	13	19	48	41	14	35	25	23	43	37	
1	19	7	38	4	48	44	43	47	43	43	39	28	23	39	18	40	30	27	10	33	41	35	34	24	30	5	45	17	22	37	36	0	36	1	17	49	1	17	4	30	41	30	36	19	2	8	28	23	41	31	39	14	44	11	28	21	19	41	2	14	6	5	25	3	31	47	28	22	28	34	10	19	39	40	35	49	11	5	36	5	35	4	12	35	26	7	3	24	47	34	26	24	17	27	3	21	18	42	15		|	35	35	28	5	48	7	46	0	15	10	23	34	40	45	29	38	18	38	0	15	26	16	39	17	12	19	11	20	48	24	6	48	33	44	17	21	48	19	35	40	26	33	17	34	13	43	16	1	12	48	37	44	31	25	11	3	34	48	13	42	10	46	33	17	9	9	10	23	17	2	7	16	25	32	33	14	32	12	6	49	39	0	40	35	8	1	19	44	13	17	36	6	8	23	47	16	42	44	33	1	
42	14	5	10	37	0	25	3	28	25	46	37	22	35	17	37	22	0	35	36	45	12	47	28	18	8	0	5	15	34	4	31	23	14	29	9	49	25	42	40	47	13	16	20	16	37	7	43	23	41	43	27	13	21	30	40	25	5	48	28	47	17	28	12	1	27	41	22	4	39	27	32	35	43	49	37	35	26	18	45	0	16	32	34	39	24	49	49	7	25	2	43	15	5	24	34	28	47	49	45		|	7	28	42	37	40	31	34	5	24	28	22	46	47	35	29	15	21	25	7	19	12	29	5	10	31	10	40	25	1	29	15	3	25	44	21	28	16	14	11	8	47	1	16	17	4	36	9	8	20	19	9	14	40	20	46	49	0	10	38	19	47	37	31	21	46	38	32	46	31	6	16	31	37	31	21	26	43	3	6	2	45	8	15	29	9	45	41	9	8	43	23	9	42	13	33	40	47	30	4	39	
43	19	4	48	9	28	25	23	44	19	24	38	5	23	5	22	15	8	6	38	22	18	47	20	16	6	43	29	6	4	16	27	30	19	26	14	20	3	14	8	1	48	46	9	45	21	43	41	7	4	43	28	30	9	44	21	13	25	15	36	34	0	0	4	22	38	30	48	13	2	5	37	36	1	23	3	22	47	26	46	27	38	15	14	27	16	49	0	5	2	36	27	1	20	0	32	4	21	20	14		|	3	41	24	25	27	23	45	15	31	20	11	29	30	41	43	41	11	13	47	24	8	38	46	43	12	33	4	4	8	42	1	16	41	23	19	36	2	9	20	18	22	30	8	31	16	2	46	34	22	20	4	38	46	30	2	11	10	47	27	0	37	46	0	26	13	18	19	5	49	12	31	20	43	30	11	47	35	7	27	47	17	40	22	6	22	13	19	38	8	26	18	29	27	0	6	16	36	27	3	16	
38	12	21	46	13	4	41	45	22	1	30	42	24	39	1	34	29	20	15	17	39	34	23	47	23	45	19	48	24	6	33	7	1	26	28	21	33	2	20	9	25	31	39	23	7	31	40	10	37	0	8	46	14	7	16	12	19	40	17	4	16	7	15	17	39	49	29	6	48	7	26	5	45	38	26	39	15	16	12	26	1	19	27	29	28	12	30	29	46	49	3	16	2	32	18	32	38	11	19	33		|	4	5	9	7	5	23	20	38	49	14	41	37	44	10	41	25	20	43	20	16	33	41	32	48	25	38	26	6	37	27	36	12	30	37	7	12	27	7	2	47	2	2	35	20	36	4	34	43	45	39	20	19	0	17	48	32	39	27	42	41	38	15	46	26	29	4	42	11	38	12	39	44	33	10	11	3	16	8	47	22	44	37	32	42	43	13	3	40	23	30	32	34	2	8	10	0	14	27	8	42	
43	1	31	14	0	42	12	24	22	35	29	9	18	16	2	38	44	16	13	22	19	15	12	37	21	22	7	9	15	29	6	5	24	29	48	2	20	42	38	9	32	49	2	34	24	15	35	47	21	14	6	34	8	8	31	44	8	29	4	2	1	30	31	4	3	42	47	38	21	8	13	4	38	43	18	16	47	24	6	7	48	8	24	9	31	22	2	14	0	41	19	21	36	25	24	15	23	12	1	7		|	30	11	49	36	40	2	4	32	49	34	47	21	25	8	44	46	35	5	15	47	11	27	30	45	21	22	30	15	15	2	27	8	30	15	13	7	24	19	33	6	17	43	26	13	22	42	13	27	9	47	4	49	29	19	40	15	39	3	26	30	15	18	21	44	5	36	12	26	12	5	41	5	13	5	8	31	49	49	43	3	8	12	10	15	36	30	29	39	34	2	20	26	19	5	3	3	18	32	10	31	
38	18	23	34	32	17	24	19	33	31	40	18	17	6	25	35	38	13	12	30	38	8	30	46	45	8	48	22	29	49	39	2	12	19	48	5	14	24	48	30	39	33	30	27	31	47	43	19	24	49	30	17	44	31	33	30	24	38	33	46	16	21	28	19	40	26	46	15	8	18	38	17	23	7	3	35	9	13	3	12	5	10	9	6	0	46	40	4	10	21	36	17	22	10	15	40	42	9	39	15		|	1	18	46	17	12	34	43	5	21	27	16	6	9	1	46	38	30	48	5	1	8	18	37	44	44	19	0	14	32	32	36	11	28	18	31	10	30	23	41	5	10	49	2	47	4	33	2	24	15	32	48	29	28	45	23	26	23	30	20	2	36	19	44	24	30	47	42	22	44	36	6	0	28	19	49	15	28	27	45	6	37	41	4	34	45	24	37	5	22	9	8	16	21	31	21	31	10	27	9	41	
48	40	14	9	24	37	44	11	16	42	29	3	3	37	9	25	3	19	2	42	16	11	38	32	19	28	22	12	49	39	4	46	29	16	47	48	36	31	19	19	24	39	35	46	21	35	43	16	18	1	20	8	26	28	40	28	17	17	7	18	34	0	48	46	19	3	35	20	5	14	16	29	45	8	40	14	14	13	19	49	14	14	11	27	43	46	9	14	31	49	10	6	22	4	13	18	28	22	4	30		|	1	34	27	24	41	6	4	47	24	37	26	27	21	8	4	48	18	49	44	27	40	4	27	9	40	47	41	12	8	49	18	7	45	41	42	24	1	37	39	43	8	13	16	30	7	24	42	8	38	27	3	1	20	21	30	43	43	40	18	12	7	41	12	19	21	37	25	25	41	37	32	20	39	48	1	42	8	45	31	23	48	30	16	31	35	9	47	8	35	7	40	8	37	6	48	48	6	6	12	8	
