14	24
43	39
44	11
20	40
9	36
35	40
10	10
40	8
20	33
27	2
5	33
8	11
34	34
12	0
10	14
49	5
28	18
32	19
40	40
27	24
0	22
30	46
43	36
37	24
43	46
2	47
25	7
37	11
29	22
43	23
48	35
24	49
43	20
6	41
28	19
20	29
11	1
38	3
49	35
35	46
42	41
23	8
8	39
34	1
28	3
34	4
47	13
21	39
6	14
20	49
4	20
14	35
27	28
15	31
13	32
4	7
46	0
24	4
0	9
48	23
46	6
22	45
21	33
20	4
18	42
34	42
38	14
13	25
1	37
25	7
19	8
7	49
23	17
43	45
29	16
44	40
0	21
49	24
4	23
30	10
21	2
38	37
2	12
3	14
25	17
45	8
2	8
28	10
30	3
49	39
6	31
8	31
42	39
27	13
17	24
14	23
27	12
1	8
28	32
49	46
17	2
23	33
22	47
28	45
27	43
44	25
46	41
34	47
45	38
47	36
18	7
19	2
19	1
30	32
24	47
14	30
26	33
30	32
10	33
10	27
19	33
5	27
25	3
11	33
39	34
33	10
30	38
19	21
42	35
47	18
3	14
4	45
3	39
17	33
36	47
40	39
29	48
2	3
0	6
10	21
21	43
9	17
19	46
28	46
1	42
0	15
27	16
46	39
49	44
18	8
37	32
27	12
24	38
41	8
14	8
1	45
46	43
42	17
34	31
33	5
48	18
20	29
15	12
5	47
12	31
7	41
36	44
34	30
41	38
11	28
41	44
12	12
33	43
29	35
43	24
25	26
16	16
15	20
15	39
15	4
17	35
8	37
9	19
27	39
9	20
29	19
22	29
5	13
37	17
12	39
46	43
25	42
31	0
26	40
46	7
4	13
9	12
46	33
39	38
36	34
23	7
47	40
19	12
10	27
8	35
49	1
31	4
41	45
9	44
5	6
44	27
49	38
9	4
2	2
25	15
14	44
18	14
25	39
12	14
23	11
8	15
48	38
43	18
29	27
41	14
6	26
28	46
49	16
45	7
32	4
35	37
10	34
27	32
36	4
48	47
7	49
2	7
12	43
11	1
29	23
25	2
0	4
35	45
36	17
43	21
2	33
1	15
20	17
20	18
6	44
5	6
1	22
20	26
4	37
38	7
10	30
13	29
8	35
5	29
33	20
38	11
17	5
9	5
25	35
42	18
34	45
28	12
1	1
10	44
16	28
35	43
35	28
4	12
8	49
0	31
7	34
14	49
15	13
43	22
5	37
7	17
0	13
1	38
37	2
17	23
4	27
32	46
39	44
39	33
42	36
18	17
24	33
27	7
30	48
8	34
28	34
46	15
34	34
40	33
19	2
41	47
39	16
25	44
23	41
1	43
21	15
33	42
0	35
49	39
43	37
21	45
14	8
23	36
47	15
19	31
31	46
17	0
16	44
12	31
21	11
29	10
23	46
49	11
0	14
20	22
1	22
24	11
35	43
43	40
12	6
20	21
3	48
0	17
31	3
42	14
19	27
47	33
26	19
10	48
23	16
21	20
16	31
14	2
1	40
23	37
9	49
1	19
22	25
45	38
4	1
26	41
3	30
1	38
49	5
34	21
5	49
20	14
20	10
44	19
40	39
36	14
10	37
7	29
21	42
44	5
1	45
6	44
18	23
8	12
25	26
5	1
47	11
23	9
36	28
6	46
2	6
32	47
48	40
38	11
6	27
41	42
19	37
15	18
33	21
14	10
28	28
30	14
8	34
11	6
28	45
11	30
13	21
33	12
13	14
25	9
21	9
45	11
33	33
33	43
49	30
15	40
30	33
12	5
32	26
14	46
7	27
11	48
4	42
46	23
23	20
36	4
47	15
29	12
23	35
2	24
32	2
40	36
22	2
41	31
27	26
49	5
48	45
36	21
41	19
4	34
47	46
9	32
25	43
2	6
17	40
42	3
6	18
47	15
6	5
40	6
2	10
16	10
44	35
42	42
19	38
37	20
32	36
23	20
26	48
1	15
19	38
47	45
29	31
17	39
0	14
29	41
24	0
24	1
16	37
45	7
19	39
1	3
40	15
20	29
2	49
39	21
20	27
8	1
47	6
35	38
30	18
9	47
49	43
29	38
21	5
9	29
37	3
45	19
37	11
39	27
23	9
3	29
41	38
23	23
14	6
0	4
12	27
8	35
43	22
34	9
20	34
22	27
39	40
46	46
42	0
35	27
40	20
5	34
40	7
45	48
35	39
28	41
32	32
25	24
35	49
16	21
24	5
20	10
38	44
15	26
35	30
18	25
44	12
45	38
10	26
45	40
48	34
35	31
20	27
20	11
38	37
12	6
18	15
11	45
17	6
32	49
10	18
38	25
1	43
26	36
21	26
39	15
18	38
10	19
14	5
37	21
5	5
31	38
8	20
39	4
4	45
0	20
0	24
5	23
27	40
20	4
49	47
10	5
38	3
34	7
30	21
18	38
36	14
24	39
45	42
48	14
10	49
23	3
0	10
41	5
49	11
40	44
25	1
48	6
4	11
2	49
8	46
49	31
27	27
30	31
24	7
30	8
8	21
24	30
42	27
8	8
38	32
26	32
11	37
1	39
15	25
29	43
14	22
8	25
31	10
32	35
8	8
39	7
18	0
43	2
36	13
2	18
47	2
25	35
12	35
19	4
6	13
47	43
37	49
1	30
39	5
35	12
18	24
33	44
4	27
21	8
13	39
41	2
12	6
25	23
25	43
20	30
47	41
24	20
19	18
16	43
35	39
12	44
21	26
15	5
19	48
45	10
23	19
11	37
5	9
5	44
40	26
9	24
46	47
37	24
42	17
48	22
39	11
10	20
18	44
25	37
44	40
16	31
39	9
9	38
15	8
32	10
49	32
4	25
38	33
11	1
47	14
43	38
39	10
35	11
20	12
26	1
1	48
12	31
28	19
40	12
3	7
9	25
32	1
20	35
19	45
27	33
13	30
32	23
27	15
46	43
4	28
33	0
43	36
37	0
11	17
18	13
17	16
41	40
34	0
22	31
10	5
15	44
6	1
11	19
35	24
19	3
30	40
30	7
27	39
30	41
41	0
8	44
11	46
43	5
39	3
10	39
30	35
38	12
46	39
14	41
16	13
25	8
39	5
10	18
13	44
24	12
37	47
36	32
27	9
8	28
7	44
42	29
35	11
19	47
7	16
6	37
13	35
32	6
41	8
18	42
31	18
45	6
20	46
39	20
37	47
31	41
32	7
40	5
30	15
41	32
2	13
39	44
41	22
21	27
2	16
32	23
6	9
15	44
7	16
25	27
39	8
35	24
10	2
31	38
35	29
38	37
36	24
30	18
2	18
19	23
19	3
10	13
17	47
5	24
17	22
19	13
24	23
10	43
3	26
12	44
29	20
31	20
27	49
40	49
6	31
43	8
34	27
48	4
30	17
30	42
20	3
37	37
43	11
39	32
4	46
6	16
47	8
34	30
41	15
29	0
37	18
26	45
44	8
22	24
21	42
7	7
13	49
31	40
28	47
48	44
17	42
0	4
5	47
4	41
49	4
17	21
12	16
5	24
16	45
41	44
11	27
36	21
28	38
15	45
43	3
4	3
42	0
16	40
33	2
40	11
11	6
18	49
40	30
11	29
48	39
30	36
45	7
10	28
17	8
17	29
28	48
13	17
40	10
4	15
36	34
37	12
17	25
26	40
30	24
1	10
34	3
15	13
34	26
49	2
33	0
9	40
1	27
26	41
41	2
46	43
41	11
16	8
49	16
31	21
43	21
38	44
32	19
6	46
40	3
3	7
17	42
9	13
34	2
7	7
27	49
9	33
2	0
49	11
21	8
35	21
46	10
3	47
19	5
27	29
29	37
27	27
5	44
11	23
26	16
45	10
26	10
0	9
30	32
3	39
27	41
34	46
6	1
7	16
20	1
25	23
12	48
41	29
13	37
5	25
36	10
26	32
14	16
7	29
26	26
2	3
16	5
28	15
30	47
41	34
5	36
48	34
44	49
1	5
14	17
43	46
34	36
7	9
35	27
13	39
42	21
33	33
26	4
32	29
18	7
30	8
20	4
4	20
36	17
48	23
40	48
24	5
10	9
7	25
33	37
48	32
0	45
35	41
3	44
46	35
39	35
6	7
37	27
20	12
0	46
35	25
13	11
10	44
29	0
31	23
37	34
16	22
29	32
27	37
23	10
13	44
28	0
42	37
31	22
44	29
26	21
17	39
20	6
14	24
14	23
20	25
32	41
23	34
16	7
9	7
37	32
13	0
5	37
30	23
39	47
45	5
33	13
37	20
44	5
24	44
26	25
39	8
11	45
18	19
31	43
26	8
46	8
41	14
26	27
40	27
35	30
7	8
39	24
46	10
19	15
33	21
13	5
37	42
19	35
35	0
2	45
41	32
30	41
43	34
36	14
23	13
27	43
16	6
39	45
45	45
9	40
27	34
7	28
48	21
35	9
49	23
30	14
7	11
0	37
11	38
8	45
17	3
42	21
4	27
16	41
12	7
25	38
19	47
45	2
47	16
45	41
32	13
36	18
29	25
34	26
2	22
9	41
34	36
33	45
25	39
30	22
16	30
33	40
36	31
28	12
22	31
42	45
28	8
13	10
46	25
48	1
20	40
19	4
43	20
46	36
23	21
44	1
19	12
21	20
6	27
24	37
0	14
28	5
26	4
5	47
24	15
25	4
44	49
0	5
1	13
37	40
26	33
6	47
26	22
19	12
1	36
39	27
3	21
41	18
4	9
42	11
7	12
39	45
4	17
49	46
13	27
40	19
36	44
43	7
21	12
41	38
25	33
34	43
0	4
24	25
9	19
44	28
23	49
1	33
36	23
13	4
0	0
32	11
16	30
41	41
37	22
0	34
14	29
24	35
25	31
37	44
21	7
41	23
26	10
33	10
30	20
2	16
49	29
6	31
34	11
1	18
28	46
23	22
26	16
8	14
31	40
1	5
6	17
15	4
11	13
47	18
18	39
24	23
9	44
26	22
25	33
24	15
35	46
37	44
47	33
40	3
22	26
31	44
34	34
45	13
31	21
8	19
1	23
10	30
28	21
8	35
33	24
22	44
4	13
33	3
26	13
34	15
9	5
6	25
8	29
29	0
35	2
7	28
15	32
37	49
35	44
25	32
18	34
16	32
8	35
21	42
